TIMESTAMP,RECORD,O2_mV_Avg(1),O2_mV_Avg(2),O2_mV_Avg(3),O2_mV_Avg(4),SBTemp_C_Avg(1),SBTemp_C_Avg(2),SBTemp_C_Avg(3),SBTemp_C_Avg(4),O2_Final_Avg(1),O2_Final_Avg(2),O2_Final_Avg(3),O2_Final_Avg(4),VWC(1),VWC(2),VWC(3),VWC(4),EC(1),EC(2),EC(3),EC(4),Temp5TE(1),Temp5TE(2),Temp5TE(3),Temp5TE(4),BattVolt_Avg
2025-06-05T23:00:00Z,21682,0.03398851,0.6117931,0.03398851,0.03398851,19.41001,12.568,9.426025,9.837982,-0.9615156,-0.3704478,-1.319456,-0.7287071,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.92566
2025-06-05T23:30:00Z,21683,0.03398866,0.6117958,0.03398866,0.03398866,19.27308,12.61056,9.426025,9.824611,-0.9594052,-0.3718971,-1.319456,-0.7281483,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.81202
2025-06-06T00:00:00Z,21684,0.03398951,0.6118112,0.03398951,0.03398951,19.10771,12.63831,9.419368,9.801692,-0.9567856,-0.3728336,-1.31917,-0.7271894,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.55615
2025-06-06T00:30:00Z,21685,0.03399193,0.6118547,0.03399193,0.03399193,18.96542,12.67238,9.423528,9.792485,-0.9544787,-0.3739701,-1.319347,-0.7268033,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.63944
2025-06-06T01:00:00Z,21686,0.03399348,0.6118827,0.03399348,0.03399348,18.87229,12.71269,9.426086,9.810344,-0.9529347,-0.3753208,-1.319456,-0.72755,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.64765
2025-06-06T01:30:00Z,21687,0.03399426,0.6118966,0.03399426,0.03399426,18.76351,12.74169,9.442479,9.815323,-0.9511023,-0.3762921,-1.320159,-0.727758,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.64204
2025-06-06T02:00:00Z,21688,0.03399429,0.6118972,0.03399429,0.03399429,18.65719,12.76773,9.449356,9.815547,-0.9492781,-0.377167,-1.320453,-0.7277674,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.63472
2025-06-06T02:30:00Z,21689,0.03399429,0.6118972,0.03399429,0.03399429,18.51797,12.78961,9.453206,9.815582,-0.9468456,-0.3779012,-1.320618,-0.7277689,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.6275
2025-06-06T03:00:00Z,21690,0.03399429,0.6118972,0.03399429,0.03399429,18.38276,12.81269,9.467636,9.827214,-0.9444315,-0.3786742,-1.321236,-0.728255,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.62111
2025-06-06T03:30:00Z,21691,0.03399413,0.6118944,0.03399413,0.03399413,18.26092,12.83168,9.47522,9.838669,-0.9422131,-0.37931,-1.32156,-0.7287335,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.61452
2025-06-06T04:00:00Z,21692,0.0339939,0.6118902,0.0339939,0.0339939,18.12567,12.83502,9.47821,9.833095,-0.9396994,-0.3794234,-1.321688,-0.7285006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.45555
2025-06-06T04:30:00Z,21693,0.0339937,0.6118866,0.0339937,0.0339937,17.9944,12.83421,9.481297,9.839055,-0.9372189,-0.3793978,-1.32182,-0.7287497,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.57542
2025-06-06T05:00:00Z,21694,0.03399429,0.6118972,0.03399429,0.03399429,17.91596,12.84161,9.501622,9.845139,-0.9357099,-0.3796404,-1.322688,-0.7290034,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.5868
2025-06-06T05:30:00Z,21695,0.03399429,0.6118972,0.03399429,0.03399429,17.80639,12.84322,9.502172,9.845688,-0.9335756,-0.3796943,-1.322712,-0.7290264,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.57858
2025-06-06T06:00:00Z,21696,0.03399429,0.6118972,0.03399429,0.03399429,17.70718,12.83933,9.515579,9.853409,-0.9316151,-0.3795644,-1.323284,-0.7293484,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.56841
2025-06-06T06:30:00Z,21697,0.03399409,0.6118937,0.03399409,0.03399409,17.61798,12.83752,9.525269,9.864085,-0.9298285,-0.3795056,-1.323697,-0.7297936,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.56009
2025-06-06T07:00:00Z,21698,0.03399417,0.6118951,0.03399417,0.03399417,17.52764,12.83653,9.525269,9.868866,-0.9279974,-0.3794717,-1.323697,-0.7299929,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.55178
2025-06-06T07:30:00Z,21699,0.03399429,0.6118972,0.03399429,0.03399429,17.4589,12.82658,9.526225,9.868866,-0.9265887,-0.3791387,-1.323738,-0.7299929,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.54254
2025-06-06T08:00:00Z,21700,0.03399413,0.6118944,0.03399413,0.03399413,17.356,12.80376,9.530991,9.866954,-0.9244533,-0.3783762,-1.323941,-0.7299131,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.38176
2025-06-06T08:30:00Z,21701,0.03399421,0.6118958,0.03399421,0.03399421,17.26258,12.78961,9.541255,9.87822,-0.9224942,-0.3779018,-1.324378,-0.7303823,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.50743
2025-06-06T09:00:00Z,21702,0.03399429,0.6118972,0.03399429,0.03399429,17.20301,12.78486,9.548116,9.891826,-0.9212303,-0.3777421,-1.32467,-0.7309486,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.51852
2025-06-06T09:30:00Z,21703,0.03399429,0.6118972,0.03399429,0.03399429,17.13046,12.769,9.552892,9.891846,-0.919678,-0.3772097,-1.324873,-0.7309495,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.51297
2025-06-06T10:00:00Z,21704,0.03399429,0.6118972,0.03399429,0.03399429,17.06571,12.75633,9.571233,9.90449,-0.9182803,-0.3767841,-1.325653,-0.7314751,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.52868
2025-06-06T10:30:00Z,21705,0.03399429,0.6118972,0.03399429,0.03399429,17.00374,12.74324,9.571055,9.914841,-0.9169324,-0.376344,-1.325646,-0.7319053,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.53053
2025-06-06T11:00:00Z,21706,0.03399429,0.6118972,0.03399429,0.03399429,16.97496,12.7323,9.571014,9.928203,-0.9163029,-0.3759757,-1.325644,-0.7324598,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.60999
2025-06-06T11:30:00Z,21707,0.03399429,0.6118972,0.03399429,0.03399429,16.96751,12.71938,9.584366,9.938731,-0.9161394,-0.3755404,-1.326211,-0.7328967,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.69038
2025-06-06T12:00:00Z,21708,0.03399429,0.6118972,0.03399429,0.03399429,16.95132,12.70826,9.593709,9.950969,-0.9157829,-0.3751652,-1.326608,-0.7334039,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.66444
2025-06-06T12:30:00Z,21709,0.03399421,0.6118957,0.03399421,0.03399421,16.92209,12.68705,9.595311,9.959274,-0.9151392,-0.3744496,-1.326676,-0.7337478,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.81189
2025-06-06T13:00:00Z,21710,0.03399425,0.6118965,0.03399425,0.03399425,17.02555,12.68661,9.612254,9.990631,-0.9174079,-0.3744343,-1.327394,-0.735045,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.99409
2025-06-06T13:30:00Z,21711,0.02266237,0.6345501,0.03399376,0.03399376,17.24995,12.7106,9.64301,10.07039,-0.926682,-0.3658107,-1.328696,-0.7383279,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.81333
2025-06-06T14:00:00Z,21712,0,0.6742199,0.03399428,0.03399428,17.72356,12.764709999999999,9.697093,10.17554,-0.9454169,-0.3511145,-1.330979,-0.7426376,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.33683
2025-06-06T14:30:00Z,21713,0.005665714,0.6798857,0.03399429,0.03399429,17.90382,12.76465,9.718999,10.20619,-0.9467134,-0.3487534,-1.331902,-0.7438878,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.38078
2025-06-06T15:00:00Z,21714,0.02266213,0.6798711,0.03399355,0.03399355,17.96937,12.74536,9.719543,10.19715,-0.9412331,-0.3481108,-1.331925,-0.7435195,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.07216
2025-06-06T15:30:00Z,21715,0.03399156,0.6798313,0.03399156,0.03399156,17.99583,12.72887,9.712245,10.19462,-0.9372428,-0.3475724,-1.331619,-0.7434168,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.13781
2025-06-06T16:00:00Z,21716,0.03399039,0.6798078,0.03399039,0.03399039,17.72221,12.65242,9.672063,10.10051,-0.9319005,-0.3449978,-1.329925,-0.7395694,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.19548
2025-06-06T16:30:00Z,21717,0.03399021,0.6798041,0.03399021,0.03399021,17.79004,12.65529,9.683421,10.13686,-0.9332468,-0.345097,-1.330405,-0.7410583,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.7599
2025-06-06T17:00:00Z,21718,0.03399081,0.6798161,0.03399081,0.03399081,17.65179,12.62047,9.662303,10.08494,-0.9305077,-0.3439103,-1.329513,-0.7389309,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.1908
2025-06-06T17:30:00Z,21719,0.03399341,0.6798682,0.03399341,0.03399341,17.66815,12.62558,9.67485,10.11002,-0.9308333,-0.3440624,-1.330042,-0.739958,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.70739
2025-06-06T18:00:00Z,21720,0.03399381,0.6798761,0.03399381,0.03399381,17.80892,12.63689,9.690486,10.13341,-0.9336145,-0.3444428,-1.330701,-0.740915,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.3685
2025-06-06T18:30:00Z,21721,0.03399345,0.679869,0.03399345,0.03399345,17.59844,12.5991,9.671254,10.09106,-0.9294353,-0.3431614,-1.32989,-0.7391815,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.12997
2025-06-06T19:00:00Z,21722,0.03399406,0.6798813,0.03399406,0.03399406,17.57997,12.59993,9.676845,10.09092,-0.9290609,-0.3431845,-1.330126,-0.7391751,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.15324
2025-06-06T19:30:00Z,21723,0.03399429,0.6628886,0.03399429,0.03399429,17.50109,12.57474,9.660161,10.06842,-0.9274541,-0.3494018,-1.329421,-0.738251,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.89334
2025-06-06T20:00:00Z,21724,0.03399429,0.63456,0.03399429,0.03399429,17.36751,12.5564,9.651103,10.04686,-0.9246921,-0.3605717,-1.329038,-0.7373638,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.62187
2025-06-06T20:30:00Z,21725,0.03399429,0.6118972,0.03399429,0.03399429,17.26803,12.5436,9.647354,10.02392,-0.9226094,-0.3695711,-1.32888,-0.7364192,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.6773
2025-06-06T21:00:00Z,21726,0.03399429,0.6118972,0.03399429,0.03399429,17.27994,12.54372,9.655095,10.04416,-0.9228606,-0.3695752,-1.329207,-0.7372531,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.72357
2025-06-06T21:30:00Z,21727,0.03399416,0.6175606,0.03399416,0.03399416,17.25117,12.54381,9.655162,10.04519,-0.9222527,-0.3672199,-1.32921,-0.7372956,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.69677
2025-06-06T22:00:00Z,21728,0.0339941,0.6288909,0.0339941,0.0339941,17.19814,12.54414,9.655472,10.04549,-0.9211268,-0.3625133,-1.329223,-0.737308,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.70319
2025-06-06T22:30:00Z,21729,0.03399423,0.634559,0.03399423,0.03399423,17.17193,12.54553,9.655838,10.05545,-0.9205675,-0.3602006,-1.329239,-0.7377177,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.80958
2025-06-06T23:00:00Z,21730,0.0339941,0.645888,0.0339941,0.0339941,17.2185,12.55698,9.662074,10.08472,-0.9215601,-0.3558745,-1.329502,-0.7389205,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.94553
2025-06-06T23:30:00Z,21731,0.03399429,0.6572229,0.03399429,0.03399429,17.24277,12.55672,9.677098,10.09598,-0.922075,-0.351146,-1.330136,-0.739383,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.00961
2025-06-07T00:00:00Z,21732,0.03399429,0.6515571,0.03399429,0.03399429,17.20426,12.54577,9.669403,10.07675,-0.9212535,-0.3531305,-1.329811,-0.7385929,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.69679
2025-06-07T00:30:00Z,21733,0.03399429,0.6515571,0.03399429,0.03399429,17.06278,12.51751,9.655528,10.04557,-0.9182175,-0.3521634,-1.329225,-0.7373111,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.60922
2025-06-07T01:00:00Z,21734,0.03399411,0.6458882,0.03399411,0.03399411,17.01708,12.51149,9.657247,10.0473,-0.9172238,-0.3543173,-1.329298,-0.7373826,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.60736
2025-06-07T01:30:00Z,21735,0.03399371,0.6288835,0.03399371,0.03399371,16.95968,12.50664,9.656444,10.05415,-0.9159672,-0.3612319,-1.329264,-0.7376644,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.60241
2025-06-07T02:00:00Z,21736,0.03399398,0.623223,0.03399398,0.03399398,16.91818,12.49953,9.658066,10.05867,-0.9150534,-0.363345,-1.329333,-0.7378506,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.59797
2025-06-07T02:30:00Z,21737,0.03399429,0.6175628,0.03399429,0.03399429,16.8738,12.49956,9.661809,10.07299,-0.9140708,-0.3657029,-1.329491,-0.7384389,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.58728
2025-06-07T03:00:00Z,21738,0.03399429,0.6118972,0.03399429,0.03399429,16.82215,12.49478,9.665649,10.07496,-0.9129204,-0.3678977,-1.329653,-0.7385197,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.58095
2025-06-07T03:30:00Z,21739,0.03399429,0.6118972,0.03399429,0.03399429,16.76196,12.48804,9.671559,10.07513,-0.91157029999999994,-0.3676664,-1.329903,-0.7385271,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.5702
2025-06-07T04:00:00Z,21740,0.03399429,0.6175628,0.03399429,0.03399429,16.6851,12.47159,9.669006,10.06394,-0.9098294,-0.3647414,-1.329795,-0.738067,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.40394
2025-06-07T04:30:00Z,21741,0.03399429,0.6118972,0.03399429,0.03399429,16.61241,12.46492,9.668284,10.06514,-0.9081731,-0.3668714,-1.329764,-0.7381161,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.51851
2025-06-07T05:00:00Z,21742,0.03399429,0.6118972,0.03399429,0.03399429,16.58203,12.45821,9.681828,10.07588,-0.9074752,-0.3666401,-1.330336,-0.7385578,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.52406
2025-06-07T05:30:00Z,21743,0.03399429,0.6175628,0.03399429,0.03399429,16.53054,12.45742,9.685837,10.07608,-0.9062865,-0.3642538,-1.330505,-0.7385657,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.51304
2025-06-07T06:00:00Z,21744,0.03399479,0.6289034,0.03399479,0.03399479,16.46394,12.45319,9.687383,10.07763,-0.9047385,-0.3593858,-1.33057,-0.7386295,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.5069
2025-06-07T06:30:00Z,21745,0.03399604,0.6345924,0.03399604,0.03399604,16.40143,12.44186,9.688756,10.07903,-0.9032738,-0.3566264,-1.330627,-0.7386861,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.49712
2025-06-07T07:00:00Z,21746,0.03399839,0.6346365,0.03399839,0.03399839,16.32466,12.43178,9.691295,10.08159,-0.9014602,-0.3562604,-1.330733,-0.7387908,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.49232
2025-06-07T07:30:00Z,21747,0.03399969,0.6403275,0.03399969,0.03399969,16.24921,12.42003,9.692296,10.08261,-0.899662,-0.353485,-1.330775,-0.7388318,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.48993
2025-06-07T08:00:00Z,21748,0.03399977,0.6403291,0.03399977,0.03399977,16.15433,12.39985,9.691899,10.07646,-0.8973771,-0.3527861,-1.330758,-0.738579,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.3356
2025-06-07T08:30:00Z,21749,0.03399825,0.6403006,0.03399825,0.03399825,16.07067,12.38121,9.692006,10.08232,-0.8953472,-0.3521527,-1.330763,-0.7388206,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.46643
2025-06-07T09:00:00Z,21750,0.03399809,0.6459636,0.03399809,0.03399809,16.04387,12.37373,9.691493,10.09042,-0.8946912,-0.3495356,-1.330742,-0.7391532,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.48139
2025-06-07T09:30:00Z,21751,0.03399798,0.6459616,0.03399798,0.03399798,16.0025,12.36124,9.697479,10.10603,-0.8936758,-0.3491028,-1.330994,-0.7397937,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.4812
2025-06-07T10:00:00Z,21752,0.03399787,0.6572921,0.03399787,0.03399787,15.95194,12.34615,9.70108,10.10486,-0.8924281,-0.3438609,-1.331146,-0.7397459,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.48981
2025-06-07T10:30:00Z,21753,0.03399854,0.6743043,0.03399854,0.03399854,15.90672,12.3281,9.713237,10.10747,-0.8913059,-0.3361491,-1.331658,-0.7398525,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.53123
2025-06-07T11:00:00Z,21754,0.03399686,0.6799372,0.03399686,0.03399686,15.87923,12.31693,9.713893,10.11771,-0.8906217,-0.3334147,-1.331686,-0.7402727,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.58987
2025-06-07T11:30:00Z,21755,0.03399561,0.6799123,0.03399561,0.03399561,15.87739,12.29951,9.712392,10.12578,-0.8905761,-0.3328178,-1.331623,-0.7406039,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.67277
2025-06-07T12:00:00Z,21756,0.02832904,0.6685638,0.03399476,0.03399476,15.91537,12.28337,9.710301,10.13037,-0.8937699,-0.3369797,-1.331536,-0.740792,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.72671
2025-06-07T12:30:00Z,21757,0.02832858,0.679886,0.0339943,0.0339943,15.96835,12.27039,9.719737,10.15231,-0.8950808,-0.3318118,-1.331933,-0.7416893,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.9833
2025-06-07T13:00:00Z,21758,0.02266287,0.679886,0.0339943,0.0339943,16.09804,12.27533,9.735031,10.18784,-0.9005103,-0.3319847,-1.332576,-0.7431396,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.17272
2025-06-07T13:30:00Z,21759,0.01699715,0.679886,0.0339943,0.0339943,16.22269,12.27433,9.752263,10.21859,-0.9057686,-0.3319494,-1.3333,-0.7443919,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.51712
2025-06-07T14:00:00Z,21760,0,0.6798744,0.03399372,0.03399372,16.65474,12.32988,9.790909,10.32565,-0.9226086,-0.3338918,-1.334921,-0.7487321,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.2736
2025-06-07T14:30:00Z,21761,0,0.6798795,0.03399398,0.03399398,16.89232,12.3373,9.814473,10.36472,-0.927964,-0.3341477,-1.335907,-0.7503078,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.43791
2025-06-07T15:00:00Z,21762,0,0.6798856,0.03399428,0.03399428,17.0239,12.3293,9.81631,10.36849,-0.9308572,-0.3338667,-1.335984,-0.7504597,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.35629
2025-06-07T15:30:00Z,21763,0.005665714,0.6798857,0.03399429,0.03399429,17.11571,12.31575,9.815643,10.3678,-0.9305984,-0.3333949,-1.335956,-0.7504321,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.41399
2025-06-07T16:00:00Z,21764,0.01133143,0.6798857,0.03399429,0.03399429,17.16273,12.29115,9.811879,10.35247,-0.9293577,-0.3325367,-1.335798,-0.7498136,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.02604
2025-06-07T16:30:00Z,21765,0.02266202,0.6798651,0.03399326,0.03399326,17.12687,12.26384,9.793991,10.34409,-0.924083,-0.3315915,-1.33505,-0.7494759,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.26808
2025-06-07T17:00:00Z,21766,0.02266086,0.6798297,0.03399148,0.03399148,17.19986,12.24756,9.787786,10.31765,-0.9256505,-0.3310358,-1.334791,-0.7484081,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.72498
2025-06-07T17:30:00Z,21767,0.03399297,0.6798595,0.03399297,0.03399297,16.97974,12.18703,9.748195,10.24805,-0.9164073,-0.3288986,-1.33313,-0.7455904,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.30266
2025-06-07T18:00:00Z,21768,0.02832834,0.6798809,0.03399405,0.03399405,17.19015,12.22763,9.777995,10.31838,-0.9231662,-0.3303151,-1.334379,-0.7484362,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.18336
2025-06-07T18:30:00Z,21769,0.02266286,0.6798857,0.03399429,0.03399429,17.50289,12.27519,9.815511,10.3715,-0.9319859,-0.3319796,-1.33595,-0.750581,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.31802
2025-06-07T19:00:00Z,21770,0.03399419,0.6798837,0.03399419,0.03399419,17.48238,12.26811,9.802943,10.34155,-0.9270587,-0.3317326,-1.335425,-0.7493722,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.91978
2025-06-07T19:30:00Z,21771,0.03399408,0.6798816,0.03399408,0.03399408,17.49922,12.2738,9.803685,10.35574,-0.9274109,-0.3319327,-1.335456,-0.7499457,NA,NA,NA,NA,0,0,0,0,0,0,0,0,14.13816
2025-06-07T20:00:00Z,21772,0.03399356,0.6798713,0.03399356,0.03399356,17.26629,12.21912,9.763051,10.26684,-0.9225593,-0.3300207,-1.333753,-0.7463512,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.0901
2025-06-07T20:30:00Z,21773,0.03399428,0.6798857,0.03399428,0.03399428,16.82914,12.17633,9.70726,10.20783,-0.9130651,-0.328511,-1.331408,-0.7439544,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.82608
2025-06-07T21:00:00Z,21774,0.03399371,0.6798742,0.03399371,0.03399371,16.7699,12.18526,9.724457,10.20114,-0.9117492,-0.3288302,-1.332132,-0.7436823,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.93447
2025-06-07T21:30:00Z,21775,0.0339931,0.679862,0.0339931,0.0339931,16.77894,12.20528,9.727539,10.20906,-0.9119527,-0.3295394,-1.332262,-0.744005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.05324
2025-06-07T22:00:00Z,21776,0.03399376,0.6798751,0.03399376,0.03399376,16.82719,12.22837,9.745128,10.22676,-0.9130297,-0.3303445,-1.333001,-0.7447237,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.3976
2025-06-07T22:30:00Z,21777,0.01133143,0.6798857,0.03399428,0.03399428,17.11626,12.28535,9.778407,10.29288,-0.9283587,-0.3323346,-1.334397,-0.7474065,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.62549
2025-06-07T23:00:00Z,21778,0.03399429,0.6798857,0.03399429,0.03399429,16.90221,12.25272,9.749644,10.23417,-0.9146976,-0.3311937,-1.33319,-0.7450258,NA,NA,NA,NA,0,0,0,0,0,0,0,0,13.13646
2025-06-07T23:30:00Z,21779,0.03399399,0.6798797,0.03399399,0.03399399,16.76139,12.23241,9.738643,10.20677,-0.9115565,-0.3304846,-1.332728,-0.7439113,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.99774
2025-06-08T00:00:00Z,21780,0.03399428,0.6628885,0.03399428,0.03399428,16.63627,12.21732,9.72111,10.17955,-0.9087138,-0.3370298,-1.331991,-0.7428014,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.69227
2025-06-08T00:30:00Z,21781,0.03399429,0.6628886,0.03399429,0.03399429,16.49468,12.20245,9.702881,10.16218,-0.9054551,-0.3365078,-1.331223,-0.74209290000000006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,12.64579
