TIMESTAMP,RECORD,CO2_mV_Avg(1),CO2_mV_Avg(2),CO2_mV_Avg(3),CO2_mV_Avg(4),CO2_Final_Avg(1),CO2_Final_Avg(2),CO2_Final_Avg(3),CO2_Final_Avg(4)
2024-02-23T09:00:00Z,154,708.0662,2499.989,1.592719,2513.311,14161.32,199999.1,127.4176,127.4176
2024-02-23T13:00:00Z,155,698.6691,2500,1.501707,2513.311,13973.38,200000,120.1366,120.1366
2024-02-23T17:00:00Z,156,703.197,2500.729,1.683732,2513.311,14063.94,200058.3,134.6986,134.6986
2024-02-23T21:00:00Z,157,717.6794,2501.024,1.683732,2513.311,14353.59,200082,134.6986,134.6986
2024-02-24T01:00:00Z,158,716.2232,2500.854,1.592719,2513.311,14324.46,200068.3,127.4176,127.4176
2024-02-24T05:00:00Z,159,709.0218,2500.058,1.592719,2513.311,14180.44,200004.6,127.4176,127.4176
2024-02-24T09:00:00Z,160,715.1765,2499.659,1.49033,2513.311,14303.53,199972.8,119.2264,119.2264
2024-02-24T13:00:00Z,161,719.9271,2499.169,1.422556,2513.497,14398.54,199933.5,113.8045,113.8045
2024-02-24T17:00:00Z,162,721.9189,2499.329,1.456698,2513.373,14438.38,199946.3,116.5358,116.5358
2024-02-24T21:00:00Z,163,728.0541,2499.988,1.490818,2514.02,14561.08,199999.1,119.2655,119.2655
2024-02-25T01:00:00Z,164,731.4554,2499.249,1.411175,2513.019,14629.11,199939.9,112.894,112.894
2024-02-25T05:00:00Z,165,737.1355,2499.999,1.400273,2513.66,14742.71,199999.9,112.0218,112.0218
2024-02-25T09:00:00Z,166,733.5722,2499.999,1.400273,2513.66,14671.44,199999.9,112.0218,112.0218
2024-02-25T13:00:00Z,167,732.4565,2499.999,1.377504,2513.66,14649.13,199999.9,110.2003,110.2003
2024-02-25T17:00:00Z,168,734.7101,2499.75,1.638226,2513.311,14694.2,199980,131.0581,131.0581
2024-02-25T21:00:00Z,169,738.3165,2500.615,1.649602,2513.311,14766.33,200049.2,131.9682,131.9682
2024-02-26T01:00:00Z,170,737.3494,2499.807,1.52446,2513.311,14746.99,199984.6,121.9568,121.9568
2024-02-26T05:00:00Z,171,733.5042,2500.069,1.52446,2513.311,14670.08,200005.5,121.9568,121.9568
2024-02-26T09:00:00Z,172,731.9114,2499.807,1.535837,2513.311,14638.23,199984.6,122.8669,122.8669
2024-02-26T13:00:00Z,173,738.2369,2500.251,1.535837,2513.311,14764.74,200020.1,122.8669,122.8669
2024-02-26T17:00:00Z,174,744.6077,2500.763,1.638226,2513.311,14892.15,200061,131.0581,131.0581
2024-02-26T21:00:00Z,175,753.106,2500.478,1.717862,2513.3,15062.12,200038.3,137.4289,137.4289
2024-02-27T01:00:00Z,176,748.1572,2500.058,1.52446,2513.311,14963.14,200004.6,121.9568,121.9568
2024-02-27T05:00:00Z,177,746.792,2499.796,1.49033,2513.311,14935.84,199983.7,119.2264,119.2264
2024-02-27T09:00:00Z,178,757.1219,2499.682,1.513083,2513.311,15142.44,199974.6,121.0467,121.0467
2024-02-27T13:00:00Z,179,745.5634,2499.807,1.581343,2513.311,14911.27,199984.6,126.5074,126.5074
2024-02-27T17:00:00Z,180,754.2436,2501.024,1.990899,2513.266,15084.87,200082,159.2719,159.2719
2024-02-27T21:00:00Z,181,759.4306,2501.027,2.002214,2513.222,15188.61,200082.1,160.1771,160.1771
2024-02-28T01:00:00Z,182,756.0068,2501.023,1.774744,2513.31,15120.14,200081.9,141.9795,141.9795
2024-02-28T05:00:00Z,183,751.4902,2501.012,1.774744,2513.31,15029.81,200081,141.9795,141.9795
2024-02-28T09:00:00Z,184,759.9885,2501.012,1.85438,2513.31,15199.77,200081,148.3504,148.3504
2024-02-28T13:00:00Z,185,761.7633,2501.023,1.85438,2513.31,15235.27,200081.9,148.3504,148.3504
2024-02-28T17:00:00Z,186,753.6632,2501.467,2.172924,2513.31,15073.26,200117.4,173.8339,173.8339
2024-02-28T21:00:00Z,187,755.7792,2501.035,2.070534,2513.31,15115.58,200082.8,165.6428,165.6428
2024-02-29T01:00:00Z,188,750.7963,2501.058,1.786121,2513.31,15015.93,200084.6,142.8896,142.8896
2024-02-29T05:00:00Z,189,755.7224,2500.989,1.706484,2513.31,15114.45,200079.2,136.5188,136.5188
2024-02-29T09:00:00Z,190,762.9753,2500.2,1.513411,2513.775,15259.5,200016,121.0729,121.0729
2024-02-29T13:00:00Z,191,765.3578,2500.512,1.445317,2514.032,15307.16,200041,115.6254,115.6254
2024-02-29T17:00:00Z,192,774.6805,2500.72,1.570275,2513.783,15493.61,200057.6,125.622,125.622
2024-02-29T21:00:00Z,193,776.7974,2500.315,1.535959,2513.513,15535.95,200025.2,122.8768,122.8768
2024-03-01T01:00:00Z,194,777.3984,2500.762,1.433936,2514.089,15547.97,200061,114.7149,114.7149
2024-03-01T05:00:00Z,195,779.1282,2500.831,1.399795,2513.668,15582.56,200066.5,111.9836,111.9836
2024-03-01T09:00:00Z,196,781.7123,2500.503,1.388416,2513.295,15634.25,200040.2,111.0733,111.0733
2024-03-01T13:00:00Z,197,792.0472,2500.568,1.354569,2514.216,15840.94,200045.5,108.3655,108.3655
2024-03-01T17:00:00Z,198,782.5145,2501.024,1.649602,2513.311,15650.29,200082,131.9682,131.9682
2024-03-01T21:00:00Z,199,770.6032,2501.024,1.729238,2513.311,15412.06,200082,138.3391,138.3391
2024-03-02T01:00:00Z,200,777.2698,2501.002,1.615473,2513.311,15545.4,200080.1,129.2378,129.2378
2024-03-02T05:00:00Z,201,777.1788,2501.024,1.592719,2513.311,15543.58,200082,127.4176,127.4176
2024-03-02T09:00:00Z,202,766.2914,2500.922,1.604096,2513.311,15325.83,200073.8,128.3277,128.3277
2024-03-02T13:00:00Z,203,759.8978,2501.013,1.547213,2513.311,15197.96,200081,123.7771,123.7771
2024-03-02T17:00:00Z,204,772.2073,2501.024,1.911263,2513.311,15444.14,200082,152.9011,152.9011
2024-03-02T21:00:00Z,205,776.0639,2501.024,1.808874,2513.311,15521.28,200082,144.7099,144.7099
2024-03-03T01:00:00Z,206,770.2277,2501.024,1.808874,2513.311,15404.56,200082,144.7099,144.7099
2024-03-03T05:00:00Z,207,773.015,2501.024,1.695109,2513.311,15460.3,200082,135.6087,135.6087
2024-03-03T09:00:00Z,208,770.7738,2500.786,1.683732,2513.311,15415.48,200062.8,134.6986,134.6986
2024-03-03T13:00:00Z,209,770.3301,2501.013,1.626849,2513.311,15406.6,200081,130.1479,130.1479
2024-03-03T17:00:00Z,210,777.8842,2501.024,1.990899,2513.311,15557.68,200082,159.2719,159.2719
2024-03-03T21:00:00Z,211,772.0821,2501.024,1.695109,2513.3,15441.64,200082,135.6087,135.6087
2024-03-04T01:00:00Z,212,776.792,2501.024,1.706485,2513.311,15535.84,200082,136.5188,136.5188
2024-03-04T05:00:00Z,213,777.5087,2501.047,1.695109,2513.311,15550.17,200083.8,135.6087,135.6087
2024-03-04T09:00:00Z,214,782.7761,2501.07,1.672355,2513.311,15655.52,200085.6,133.7884,133.7884
2024-03-04T13:00:00Z,215,774.5394,2501.024,1.672355,2513.311,15490.79,200082,133.7884,133.7884
2024-03-04T17:00:00Z,216,793.0491,2501.104,1.95677,2513.243,15860.98,200088.3,156.5415,156.5415
2024-03-04T21:00:00Z,217,793.8455,2502.048,2.002276,2513.311,15876.91,200163.9,160.1821,160.1821
2024-03-05T01:00:00Z,218,796.0298,2501.093,1.774745,2513.311,15920.6,200087.4,141.9796,141.9796
2024-03-05T05:00:00Z,219,793.1629,2501.024,1.751991,2513.277,15863.26,200082,140.1593,140.1593
2024-03-05T09:00:00Z,220,796.9058,2501.024,1.763368,2513.254,15938.12,200082,141.0694,141.0694
2024-03-05T13:00:00Z,221,804.4825,2501.036,1.751991,2513.277,16089.65,200082.9,140.1593,140.1593
2024-03-05T17:00:00Z,222,805.9843,2502.083,2.013652,2513.266,16119.69,200166.6,161.0922,161.0922
2024-03-05T21:00:00Z,223,811.3654,2501.252,1.934016,2513.3,16227.31,200100.2,154.7213,154.7213
2024-03-06T01:00:00Z,224,801.957,2501.059,1.751991,2513.311,16039.14,200084.7,140.1593,140.1593
2024-03-06T05:00:00Z,225,809.3063,2501.024,1.717862,2513.311,16186.12,200082,137.4289,137.4289
2024-03-06T09:00:00Z,226,815.1652,2501.104,1.672355,2513.243,16303.3,200088.3,133.7884,133.7884
2024-03-06T13:00:00Z,227,809.8524,2501.184,1.660979,2513.015,16197.05,200094.7,132.8783,132.8783
2024-03-06T17:00:00Z,228,856.701,2501.024,1.808874,2513.141,17134.02,200082,144.7099,144.7099
2024-03-06T21:00:00Z,229,837.3609,2501.013,1.899887,2513.095,16747.22,200081,151.9909,151.9909
2024-03-07T01:00:00Z,230,832.9012,2500.478,1.831627,2513.311,16658.03,200038.3,146.5302,146.5302
2024-03-07T05:00:00Z,231,850.9672,2500.979,1.820251,2513.198,17019.35,200078.3,145.6201,145.6201
2024-03-07T09:00:00Z,232,837.2585,2501.024,1.717862,2513.198,16745.17,200082,137.4289,137.4289
2024-03-07T13:00:00Z,233,857.1902,2500.751,1.774745,2513.209,17143.8,200060.1,141.9796,141.9796
2024-03-07T17:00:00Z,234,871.9229,2501.024,1.751991,2513.072,17438.46,200082,140.1593,140.1593
2024-03-07T21:00:00Z,235,873.0378,2501.024,1.911263,2513.129,17460.76,200082,152.9011,152.9011
2024-03-08T01:00:00Z,236,878.4871,2501.024,1.740615,2513.3,17569.74,200082,139.2492,139.2492
2024-03-08T05:00:00Z,237,881.1265,2500.604,1.763368,2513.3,17622.53,200048.3,141.0694,141.0694
2024-03-08T09:00:00Z,238,882.8102,2500.774,1.649602,2513.266,17656.21,200061.9,131.9682,131.9682
2024-03-08T13:00:00Z,239,884.9035,2500.808,1.569966,2513.254,17698.07,200064.7,125.5973,125.5973
2024-03-08T17:00:00Z,240,886.8944,2501.024,1.808874,2512.515,17737.89,200082,144.7099,144.7099
2024-03-08T21:00:00Z,241,894.0275,2501.07,1.820251,2513.311,17880.55,200085.6,145.6201,145.6201
2024-03-09T01:00:00Z,242,897.4746,2500.843,1.615473,2513.311,17949.49,200067.4,129.2378,129.2378
2024-03-09T05:00:00Z,243,899.6248,2500.512,1.604096,2512.56,17992.5,200041,128.3277,128.3277
