TIMESTAMP,RECORD,O2_mV_Avg(1),O2_mV_Avg(2),O2_mV_Avg(3),SBTemp_C_Avg(1),SBTemp_C_Avg(2),SBTemp_C_Avg(3),O2_Final_Avg(1),O2_Final_Avg(2),O2_Final_Avg(3),VWC(1),VWC(2),VWC(3),EC(1),EC(2),EC(3),Temp5TE(1),Temp5TE(2),Temp5TE(3),BattVolt_Avg
2025-05-11T22:00:00Z,23937,45.53328,26.13635,33.87149,8.541265,7.944972,8.027145,19.26626,10.15984,13.02102,NA,0.51,NA,0,0.02,0,0,7.5,0,13.88059
2025-05-11T22:30:00Z,23938,45.53328,26.09697,34.07401,8.520462,7.953207,8.01297,19.26721,10.1429,13.10308,NA,0.51,NA,0,0.02,0,0,7.5,0,13.79027
2025-05-11T23:00:00Z,23939,45.53328,26.04634,34.27654,8.497803,7.967082,8.011912,19.26824,10.12096,13.18452,NA,0.51,NA,0,0.02,0,0,7.5,0,13.70169
2025-05-11T23:30:00Z,23940,45.53328,26.00134,34.4678,8.467488,7.972387,7.997599,19.26962,10.10179,13.26206,NA,0.508,NA,0,0.02,0,0,7.6,0,13.58066
2025-05-12T00:00:00Z,23941,45.53596,25.95786,34.63861,8.406962,7.977437,7.985845,19.27357,10.08328,13.33126,NA,0.508,NA,0,0.03,0,0,7.6,0,13.29955
2025-05-12T00:30:00Z,23942,45.56335,25.92126,34.82237,8.308721,7.974787,7.957047,19.29017,10.06802,13.40647,NA,0.508,NA,0,0.02,0,0,7.6,0,13.0891
2025-05-12T01:00:00Z,23943,45.62534,25.89318,35.00249,8.197948,7.973587,7.951172,19.32266,10.05627,13.47913,NA,0.508,NA,0,0.02,0,0,7.6,0,13.00779
2025-05-12T01:30:00Z,23944,45.67707,25.86567,35.17213,8.085892,7.975642,7.946691,19.35072,10.04461,13.54752,NA,0.508,NA,0,0.03,0,0,7.6,0,12.93554
2025-05-12T02:00:00Z,23945,45.73864,25.8349,35.33377,7.966736,7.970459,7.933111,19.38349,10.03192,13.61313,NA,0.507,NA,0,0.02,0,0,7.6,0,12.87492
2025-05-12T02:30:00Z,23946,45.75201,25.80233,35.48173,7.846609,7.964213,7.931534,19.39505,10.01852,13.67266,NA,0.507,NA,0,0.02,0,0,7.6,0,12.81879
2025-05-12T03:00:00Z,23947,45.7809,25.78904,35.62175,7.733704,7.960403,7.935196,19.41317,10.01311,13.72876,NA,0.507,NA,0,0.03,0,0,7.6,0,12.7747
2025-05-12T03:30:00Z,23948,45.81522,25.7781,35.76289,7.627243,7.957357,7.937739,19.43342,10.00865,13.78537,NA,0.507,NA,0,0.03,0,0,7.6,0,12.7372
2025-05-12T04:00:00Z,23949,45.82648,25.80061,35.94863,7.528559,7.93866,7.934921,19.44313,10.019,13.86015,NA,0.507,NA,0,0.03,0,0,7.6,0,12.60102
2025-05-12T04:30:00Z,23950,45.84899,25.82313,36.13999,7.442846,7.91982,7.927287,19.45722,10.02935,13.93742,NA,0.506,NA,0,0.02,0,0,7.6,0,12.57709
2025-05-12T05:00:00Z,23951,45.86024,25.83438,36.35387,7.378891,7.908798,7.926529,19.46529,10.0346,14.02341,NA,0.505,NA,0,0.03,0,0,7.6,0,12.59458
2025-05-12T05:30:00Z,23952,45.83211,25.85127,36.54524,7.325933,7.891062,7.924667,19.45545,10.04253,14.10041,NA,0.505,NA,0,0.03,0,0,7.5,0,12.59274
2025-05-12T06:00:00Z,23953,45.82648,25.87378,36.7366,7.286936,7.874262,7.91626,19.45486,10.05279,14.17772,NA,0.504,NA,0,0.02,0,0,7.5,0,12.58538
2025-05-12T06:30:00Z,23954,45.82648,25.91881,36.9336,7.25795,7.847931,7.916046,19.45628,10.07297,14.2569,NA,0.504,NA,0,0.02,0,0,7.5,0,12.57503
2025-05-12T07:00:00Z,23955,45.79807,25.93554,37.10786,7.239939,7.829788,7.901642,19.44462,10.08086,14.32761,NA,0.504,NA,0,0.03,0,0,7.5,0,12.56333
2025-05-12T07:30:00Z,23956,45.75702,26.00215,37.26974,7.225794,7.800634,7.889257,19.42719,10.11024,14.39326,NA,0.503,NA,0,0.02,0,0,7.5,0,12.55228
2025-05-12T08:00:00Z,23957,45.73153,26.16928,37.43615,7.214096,7.770177,7.879303,19.4165,10.18196,14.46061,NA,0.504,NA,0,0.03,0,0,7.4,0,12.4481
2025-05-12T08:30:00Z,23958,45.69524,26.35917,37.58602,7.205444,7.746582,7.864075,19.4009,10.26291,14.52156,NA,0.504,NA,0,0.03,0,0,7.4,0,12.46088
2025-05-12T09:00:00Z,23959,45.6837,26.55597,37.74336,7.205444,7.728872,7.860342,19.39581,10.34649,14.58497,NA,0.503,NA,0,0.03,0,0,7.4,0,12.4894
2025-05-12T09:30:00Z,23960,45.67245,26.74731,37.89531,7.207296,7.708364,7.844482,19.39075,10.4279,14.64679,NA,0.502,NA,0,0.03,0,0,7.4,0,12.49308
2025-05-12T10:00:00Z,23961,45.64994,26.95552,38.04725,7.207296,7.689743,7.841675,19.38081,10.51632,14.70798,NA,0.502,NA,0,0.02,0,0,7.4,0,12.49952
2025-05-12T10:30:00Z,23962,45.64994,27.16374,38.20481,7.210999,7.67391,7.833277,19.38063,10.60462,14.77171,NA,0.502,NA,0,0.03,0,0,7.4,0,12.55657
2025-05-12T11:00:00Z,23963,45.66682,27.40572,38.35113,7.225845,7.666453,7.838877,19.38735,10.7067,14.83025,NA,0.502,NA,0,0.02,0,0,7.3,0,12.79763
2025-05-12T11:30:00Z,23964,45.63836,27.79382,38.49154,7.27596,7.691605,7.863139,19.37233,10.86865,14.88553,NA,0.501,NA,0,0.02,0,0,7.3,0,13.23928
2025-05-12T12:00:00Z,23965,45.61795,28.19681,38.63486,7.372533,7.73819,7.921936,19.3586,11.03585,14.94036,NA,0.501,NA,0,0.03,0,0,7.3,0,13.68277
2025-05-12T12:30:00Z,23966,45.56396,28.57172,38.73894,7.447062,7.73557,7.928645,19.33115,11.19359,14.98187,NA,0.501,NA,0,0.03,0,0,7.3,0,13.90353
2025-05-12T13:00:00Z,23967,45.5584,28.95999,38.90216,7.60816,7.7898,7.987635,19.32092,11.35424,15.0447,NA,0.501,NA,0,0.02,0,0,7.3,0,14.48744
2025-05-12T13:30:00Z,23968,45.44801,29.3741,39.01732,7.794693,7.794678,7.996252,19.26327,11.5281,15.09058,NA,0.501,NA,0,0.02,0,0,7.3,0,14.37323
2025-05-12T14:00:00Z,23969,45.31392,29.91113,39.10892,7.997981,7.77034,7.982081,19.19447,11.75502,15.12806,NA,0.5,NA,0,0.03,0,0,7.3,0,14.35237
2025-05-12T14:30:00Z,23970,45.23512,30.52428,39.21015,8.19016,7.761627,7.961187,19.15071,12.01321,15.16972,NA,0.5,NA,0,0.03,0,0,7.3,0,14.2999
2025-05-12T15:00:00Z,23971,45.16565,31.15299,39.29282,8.360545,7.763489,7.961182,19.11217,12.27742,15.20294,NA,0.499,NA,0,0.03,0,0,7.3,0,14.31922
2025-05-12T15:30:00Z,23972,45.09541,31.75859,39.36919,8.506816,7.780243,7.957458,19.07447,12.53122,15.23381,NA,0.499,NA,0,0.02,0,0,7.3,0,14.26403
2025-05-12T16:00:00Z,23973,44.98934,32.35699,39.43808,8.680573,7.782104,7.939743,19.01977,12.7827,15.26233,NA,0.499,NA,0,0.02,0,0,7.3,0,14.19045
2025-05-12T16:30:00Z,23974,44.87699,33.04476,39.48388,8.876266,7.802612,7.936005,18.96141,13.07087,15.28092,NA,0.499,NA,0,0.02,0,0,7.3,0,14.21896
2025-05-12T17:00:00Z,23975,44.79808,33.74197,39.54559,9.068196,7.829285,7.932816,18.91808,13.36271,15.30587,NA,0.498,NA,0,0.03,0,0,7.3,0,14.18493
2025-05-12T17:30:00Z,23976,44.71936,34.42243,39.59058,9.224335,7.860346,7.937785,18.87649,13.6473,15.32371,NA,0.498,NA,0,0.03,0,0,7.3,0,14.18401
2025-05-12T18:00:00Z,23977,44.67999,35.09727,39.64681,9.36908,7.893,7.938726,18.85285,13.92946,15.34627,NA,0.497,NA,0,0.02,0,0,7.3,0,14.18033
2025-05-12T18:30:00Z,23978,44.64062,35.75524,39.70868,9.503545,7.926544,7.936808,18.8297,14.20449,15.37122,NA,0.497,NA,0,0.02,0,0,7.4,0,14.03126
2025-05-12T19:00:00Z,23979,44.64062,36.40196,39.75929,9.568929,7.93396,7.915293,18.82691,14.47602,15.39258,NA,0.497,NA,0,0.03,0,0,7.4,0,13.70383
2025-05-12T19:30:00Z,23980,44.65338,36.97683,39.84499,9.598511,7.97051,7.920115,18.83129,14.71598,15.42679,NA,0.497,NA,0,0.03,0,0,7.4,0,13.8492
2025-05-12T20:00:00Z,23981,44.7155,37.48228,39.94585,9.63269,8.034947,7.952779,18.85727,14.92545,15.46579,NA,0.497,NA,0,0.02,0,0,7.4,0,13.75906
2025-05-12T20:30:00Z,23982,44.71443,37.89674,40.01742,9.638382,8.073262,7.954651,18.85656,15.0979,15.49447,NA,0.497,NA,0,0.03,0,0,7.5,0,14.05983
2025-05-12T21:00:00Z,23983,44.75071,38.30954,40.10406,9.702022,8.157394,8.013458,18.86989,15.26752,15.52653,NA,0.497,NA,0,0.02,0,0,7.5,0,14.30266
2025-05-12T21:30:00Z,23984,44.73442,38.65882,40.17772,9.752385,8.201355,8.031209,18.86058,15.41232,15.5553,NA,0.496,NA,0,0.03,0,0,7.6,0,14.21988
2025-05-12T22:00:00Z,23985,44.72307,38.97939,40.25639,9.795181,8.230377,8.047104,18.85377,15.54574,15.58617,NA,0.496,NA,0,0.03,0,0,7.6,0,14.07915
2025-05-12T22:30:00Z,23986,44.72217,39.20925,40.31183,9.801839,8.239726,8.028412,18.8531,15.64194,15.60933,NA,0.496,NA,0,0.03,0,0,7.6,0,13.77378
2025-05-12T23:00:00Z,23987,44.72317,39.37326,40.36899,9.807546,8.264053,8.028412,18.8533,15.70977,15.6323,NA,0.496,NA,0,0.02,0,0,7.6,0,13.65973
2025-05-12T23:30:00Z,23988,44.72317,39.57016,40.42524,9.803741,8.283722,8.028412,18.85346,15.79164,15.65491,NA,0.497,NA,0,0.03,0,0,7.7,0,13.51624
2025-05-13T00:00:00Z,23989,44.72317,39.72205,40.4815,9.77711,8.29776,8.022807,18.85458,15.85485,15.67778,NA,0.496,NA,0,0.02,0,0,7.7,0,13.22835
2025-05-13T00:30:00Z,23990,44.74005,39.84019,40.5265,9.72578,8.305263,8.005981,18.86418,15.90417,15.69666,NA,0.496,NA,0,0.03,0,0,7.7,0,13.03335
2025-05-13T01:00:00Z,23991,44.77942,39.96957,40.57714,9.680165,8.324925,8.008784,18.8835,15.95766,15.71688,NA,0.496,NA,0,0.03,0,0,7.8,0,12.95885
2025-05-13T01:30:00Z,23992,44.80755,40.09333,40.62777,9.627518,8.351654,8.02892,18.89814,16.00846,15.73628,NA,0.496,NA,0,0.02,0,0,7.8,0,12.89361
2025-05-13T02:00:00Z,23993,44.85818,40.20584,40.68402,9.571691,8.369533,8.038295,18.92286,16.05494,15.75845,NA,0.496,NA,0,0.03,0,0,7.8,0,12.83749
2025-05-13T02:30:00Z,23994,44.88631,40.31836,40.74028,9.513738,8.393677,8.060451,18.93776,16.10113,15.78002,NA,0.496,NA,0,0.03,0,0,7.8,0,12.79338
2025-05-13T03:00:00Z,23995,44.92569,40.40837,40.7909,9.452046,8.414174,8.069652,18.95778,16.13803,15.79994,NA,0.496,NA,0,0.03,0,0,7.8,0,12.75472
2025-05-13T03:30:00Z,23996,44.92682,40.49377,40.83694,9.394211,8.425374,8.086406,18.96077,16.17343,15.81766,NA,0.496,NA,0,0.02,0,0,7.8,0,12.72391
2025-05-13T04:00:00Z,23997,44.96852,40.58025,40.87843,9.339569,8.43689,8.095082,18.98153,16.20925,15.83393,NA,0.496,NA,0,0.02,0,0,7.8,0,12.58676
2025-05-13T04:30:00Z,23998,44.99522,40.66897,40.92776,9.288895,8.443883,8.10112,18.99551,16.24623,15.85348,NA,0.496,NA,0,0.02,0,0,7.9,0,12.5802
2025-05-13T05:00:00Z,23999,45.00817,40.74365,40.97994,9.249603,8.456512,8.109955,19.00294,16.27705,15.87404,NA,0.496,NA,0,0.03,0,0,7.9,0,12.60333
2025-05-13T05:30:00Z,24000,45.06749,40.82519,41.03899,9.198715,8.464183,8.131638,19.03135,16.31098,15.89676,NA,0.496,NA,0,0.02,0,0,7.9,0,12.60249
2025-05-13T06:00:00Z,24001,45.07393,40.88219,41.07349,9.137599,8.469193,8.138515,19.03685,16.33471,15.91031,NA,0.496,NA,0,0.02,0,0,7.9,0,12.59409
2025-05-13T06:30:00Z,24002,45.1302,40.93283,41.11288,9.066152,8.469498,8.153768,19.06483,16.35599,15.92542,NA,0.496,NA,0,0.03,0,0,7.9,0,12.58373
2025-05-13T07:00:00Z,24003,45.14734,40.98932,41.175,8.982178,8.468572,8.153804,19.0761,16.37979,15.95039,NA,0.495,NA,0,0.03,0,0,7.9,0,12.57227
2025-05-13T07:30:00Z,24004,45.20367,41.0344,41.23133,8.90096,8.46843,8.157399,19.10457,16.39874,15.97286,NA,0.495,NA,0,0.03,0,0,7.9,0,12.56489
2025-05-13T08:00:00Z,24005,45.20369,41.07943,41.27636,8.819687,8.462529,8.165553,19.10819,16.41794,15.99058,NA,0.495,NA,0,0.03,0,0,7.9,0,12.45884
2025-05-13T08:30:00Z,24006,45.23757,41.10767,41.32711,8.72758,8.453273,8.163783,19.12727,16.43023,16.01106,NA,0.495,NA,0,0.03,0,0,7.9,0,12.4789
2025-05-13T09:00:00Z,24007,45.2718,41.13624,41.38381,8.645366,8.448171,8.177414,19.14609,16.44248,16.03322,NA,0.496,NA,0,0.03,0,0,7.9,0,12.50962
2025-05-13T09:30:00Z,24008,45.31697,41.19265,41.44585,8.56512,8.4431,8.17983,19.16966,16.46642,16.05803,NA,0.495,NA,0,0.03,0,0,7.9,0,12.51516
2025-05-13T10:00:00Z,24009,45.34059,41.21616,41.4975,8.490972,8.425293,8.188273,19.18346,16.47712,16.0784,NA,0.495,NA,0,0.02,0,0,7.9,0,12.5308
2025-05-13T10:30:00Z,24010,45.34166,41.2509,41.54912,8.44313,8.422481,8.196696,19.18611,16.49185,16.09876,NA,0.495,NA,0,0.03,0,0,7.9,0,12.59429
2025-05-13T11:00:00Z,24011,45.3394,41.28823,41.59206,8.422154,8.413707,8.200109,19.18607,16.50795,16.11586,NA,0.495,NA,0,0.02,0,0,7.9,0,12.7369
2025-05-13T11:30:00Z,24012,45.33878,41.32142,41.64776,8.439549,8.421733,8.229645,19.185,16.52154,16.13688,NA,0.495,NA,0,0.03,0,0,7.9,0,13.02381
2025-05-13T12:00:00Z,24013,45.31591,41.37173,41.68119,8.504848,8.427913,8.260158,19.17193,16.5424,16.1489,NA,0.494,NA,0,0.02,0,0,7.9,0,13.2248
2025-05-13T12:30:00Z,24014,45.28428,41.38541,41.75673,8.604222,8.43806,8.287155,19.15345,16.54769,16.17801,NA,0.494,NA,0,0.02,0,0,7.9,0,13.57922
2025-05-13T13:00:00Z,24015,45.2689,41.39289,41.84293,8.788234,8.486603,8.346909,19.1384,16.54862,16.20991,NA,0.494,NA,0,0.02,0,0,7.9,0,14.32481
2025-05-13T13:30:00Z,24016,45.17299,41.37013,41.90456,9.005397,8.499309,8.372726,19.0864,16.53848,16.23349,NA,0.493,NA,0,0.03,0,0,7.8,0,14.27415
2025-05-13T14:00:00Z,24017,45.04866,41.31382,41.93254,9.23672,8.491791,8.381145,19.02138,16.51514,16.24436,NA,0.493,NA,0,0.03,0,0,7.8,0,14.23644
2025-05-13T14:30:00Z,24018,44.94724,41.28038,41.94963,9.450612,8.478663,8.367106,18.96737,16.50168,16.25187,NA,0.493,NA,0,0.03,0,0,7.8,0,14.21804
2025-05-13T15:00:00Z,24019,44.84308,41.26644,41.97502,9.660858,8.477397,8.364903,18.91243,16.49588,16.26217,NA,0.493,NA,0,0.02,0,0,7.8,0,14.16009
2025-05-13T15:30:00Z,24020,44.74185,41.25518,41.97501,9.87057,8.492004,8.364487,18.85892,16.49048,16.26219,NA,0.493,NA,0,0.03,0,0,7.8,0,14.17849
2025-05-13T16:00:00Z,24021,44.64624,41.21581,41.98063,10.07273,8.496918,8.361908,18.80834,16.47371,16.26457,NA,0.492,NA,0,0.02,0,0,7.8,0,14.05128
2025-05-13T16:30:00Z,24022,44.56189,41.19894,41.97501,10.26648,8.511195,8.352768,18.76318,16.46597,16.26273,NA,0.492,NA,0,0.02,0,0,7.9,0,14.0293
2025-05-13T17:00:00Z,24023,44.46067,41.17645,41.94689,10.43086,8.506389,8.312408,18.71185,16.45673,16.25328,NA,0.491,NA,0,0.03,0,0,7.9,0,13.59684
2025-05-13T17:30:00Z,24024,44.38193,41.1652,41.94127,10.59683,8.522426,8.301259,18.67047,16.45127,16.25153,NA,0.491,NA,0,0.03,0,0,7.9,0,13.56471
2025-05-13T18:00:00Z,24025,44.31419,41.1762,41.94102,10.77013,8.554703,8.305379,18.63372,16.45443,16.25124,NA,0.491,NA,0,0.02,0,0,7.9,0,13.54314
2025-05-13T18:30:00Z,24026,44.25229,41.19866,41.9691,10.99735,8.629715,8.342743,18.59757,16.46048,16.26081,NA,0.49,NA,0,0.03,0,0,7.9,0,14.0231
2025-05-13T19:00:00Z,24027,44.17294,41.20934,42.00788,11.24186,8.689961,8.372833,18.5532,16.46226,16.27501,NA,0.49,NA,0,0.02,0,0,8,0,14.05877
2025-05-13T19:30:00Z,24028,44.09987,41.22062,42.05853,11.47099,8.744914,8.395741,18.51233,16.46453,16.29432,NA,0.49,NA,0,0.02,0,0,8,0,14.02289
2025-05-13T20:00:00Z,24029,44.02637,41.23149,42.12001,11.69527,8.798325,8.415237,18.47161,16.46671,16.31814,NA,0.49,NA,0,0.02,0,0,8.1,0,13.96681
2025-05-13T20:30:00Z,24030,43.9766,41.26602,42.16018,11.90293,8.863342,8.434993,18.44209,16.47833,16.33338,NA,0.489,NA,0,0.02,0,0,8.1,0,14.0487
2025-05-13T21:00:00Z,24031,43.97701,41.30015,42.20556,12.03505,8.933278,8.463359,18.43754,16.48958,16.35032,NA,0.489,NA,0,0.02,0,0,8.1,0,14.05926
2025-05-13T21:30:00Z,24032,43.99951,41.31702,42.23368,12.10086,8.997543,8.484166,18.44514,16.49383,16.36068,NA,0.489,NA,0,0.03,0,0,8.2,0,13.88661
2025-05-13T22:00:00Z,24033,44.03325,41.25516,42.27867,12.12067,9.064529,8.507614,18.45933,16.46488,16.37769,NA,0.489,NA,0,0.02,0,0,8.2,0,13.83588
2025-05-13T22:30:00Z,24034,44.03325,41.19893,42.30679,12.12117,9.124379,8.524872,18.45932,16.43861,16.38821,NA,0.489,NA,0,0.02,0,0,8.2,0,13.71955
2025-05-13T23:00:00Z,24035,44.03325,41.18768,42.34615,12.12152,9.193288,8.554805,18.4593,16.43087,16.40267,NA,0.489,NA,0,0.01,0,0,8.3,0,13.61147
2025-05-13T23:30:00Z,24036,44.06137,41.16518,42.36302,12.08459,9.247249,8.576442,18.47303,16.41907,16.40847,NA,0.488,NA,0,0.02,0,0,8.4,0,13.45623
2025-05-14T00:00:00Z,24037,44.10073,41.16518,42.38552,12.02576,9.288686,8.590347,18.49251,16.41727,16.41688,NA,0.489,NA,0,0.02,0,0,8.4,0,13.18512
2025-05-14T00:30:00Z,24038,44.15697,41.17643,42.42488,11.9339,9.324646,8.594111,18.52063,16.42045,16.43253,NA,0.489,NA,0,0.03,0,0,8.5,0,12.99012
2025-05-14T01:00:00Z,24039,44.23114,41.19992,42.45403,11.84605,9.368175,8.622279,18.55655,16.42845,16.44297,NA,0.488,NA,0,0.02,0,0,8.5,0,12.91746
2025-05-14T01:30:00Z,24040,44.29951,41.20597,42.49964,11.75052,9.409846,8.644821,18.5902,16.4292,16.46029,NA,0.488,NA,0,0.02,0,0,8.5,0,12.85491
2025-05-14T02:00:00Z,24041,44.37318,41.21733,42.55055,11.64634,9.445827,8.673955,18.62654,16.43243,16.47944,NA,0.488,NA,0,0.02,0,0,8.6,0,12.80157
2025-05-14T02:30:00Z,24042,44.43626,41.24657,42.60234,11.5462,9.481837,8.702159,18.65809,16.44318,16.49898,NA,0.488,NA,0,0.03,0,0,8.6,0,12.7611
2025-05-14T03:00:00Z,24043,44.47002,41.24657,42.64734,11.45007,9.508392,8.730372,18.67657,16.44205,16.5158,NA,0.488,NA,0,0.03,0,0,8.6,0,12.7289
2025-05-14T03:30:00Z,24044,44.52065,41.24657,42.69797,11.35793,9.535899,8.761403,18.70237,16.44088,16.53476,NA,0.488,NA,0,0.02,0,0,8.6,0,12.70039
2025-05-14T04:00:00Z,24045,44.54877,41.26908,42.7486,11.25817,9.541595,8.785869,18.71854,16.45009,16.55401,NA,0.488,NA,0,0.02,0,0,8.6,0,12.5707
2025-05-14T04:30:00Z,24046,44.58815,41.28033,42.78798,11.15562,9.561513,8.802806,18.73982,16.45398,16.56908,NA,0.488,NA,0,0.03,0,0,8.6,0,12.57806
2025-05-14T05:00:00Z,24047,44.62191,41.30283,42.84423,11.06117,9.579742,8.830307,18.75834,16.46266,16.59046,NA,0.487,NA,0,0.03,0,0,8.6,0,12.60041
2025-05-14T05:30:00Z,24048,44.65566,41.31408,42.90049,10.96583,9.589366,8.859599,18.77691,16.46698,16.61177,NA,0.488,NA,0,0.03,0,0,8.7,0,12.60096
2025-05-14T06:00:00Z,24049,44.71754,41.34784,42.96799,10.87638,9.595108,8.886867,18.8077,16.48093,16.63769,NA,0.487,NA,0,0.03,0,0,8.7,0,12.59556
2025-05-14T06:30:00Z,24050,44.74005,41.35909,43.02425,10.77863,9.603999,8.912593,18.82145,16.48528,16.65915,NA,0.487,NA,0,0.02,0,0,8.7,0,12.58975
2025-05-14T07:00:00Z,24051,44.7914,41.38226,43.09808,10.68132,9.604747,8.927455,18.84794,16.49499,16.68817,NA,0.487,NA,0,0.03,0,0,8.7,0,12.58231
2025-05-14T07:30:00Z,24052,44.83481,41.40286,43.14697,10.58272,9.602223,8.945668,18.87102,16.50376,16.70701,NA,0.487,NA,0,0.02,0,0,8.7,0,12.57209
2025-05-14T08:00:00Z,24053,44.86555,41.42215,43.20573,10.48077,9.597255,8.95959,18.88865,16.51208,16.73001,NA,0.487,NA,0,0.02,0,0,8.8,0,12.46449
2025-05-14T08:30:00Z,24054,44.86538,41.42761,43.23933,10.38065,9.579753,8.963893,18.89258,16.51512,16.74332,NA,0.487,NA,0,0.02,0,0,8.7,0,12.49374
2025-05-14T09:00:00Z,24055,44.88826,41.45047,43.27345,10.29434,9.579579,8.980693,18.90617,16.52474,16.7563,NA,0.487,NA,0,0.03,0,0,8.8,0,12.52587
2025-05-14T09:30:00Z,24056,44.93327,41.4786,43.32972,10.20379,9.557129,8.987636,18.92973,16.53752,16.7786,NA,0.487,NA,0,0.02,0,0,8.8,0,12.53147
2025-05-14T10:00:00Z,24057,44.93344,41.49001,43.36927,10.11766,9.551295,9.000697,18.93332,16.54256,16.79392,NA,0.487,NA,0,0.03,0,0,8.7,0,12.53096
2025-05-14T10:30:00Z,24058,44.97856,41.51261,43.42001,10.04653,9.532796,9.008733,18.95616,16.55285,16.81396,NA,0.487,NA,0,0.03,0,0,8.7,0,12.55887
2025-05-14T11:00:00Z,24059,45.00101,41.54632,43.48185,10.00065,9.519414,9.015228,18.96797,16.56759,16.83853,NA,0.487,NA,0,0.02,0,0,8.8,0,12.67342
2025-05-14T11:30:00Z,24060,45.00127,41.58032,43.53273,9.982671,9.513865,9.041789,18.96883,16.58212,16.85781,NA,0.487,NA,0,0.03,0,0,8.7,0,12.89014
2025-05-14T12:00:00Z,24061,44.97831,41.60803,43.5773,10.00068,9.517532,9.068074,18.95794,16.59361,16.87457,NA,0.487,NA,0,0.03,0,0,8.7,0,13.04031
2025-05-14T12:30:00Z,24062,44.93858,41.64751,43.63903,10.04448,9.515574,9.091629,18.9386,16.6103,16.89834,NA,0.487,NA,0,0.02,0,0,8.7,0,13.33532
2025-05-14T13:00:00Z,24063,44.92572,41.71915,43.71622,10.17649,9.554805,9.151525,18.92751,16.63874,16.92674,NA,0.487,NA,0,0.02,0,0,8.7,0,14.10218
2025-05-14T13:30:00Z,24064,44.84134,41.76978,43.78373,10.39368,9.582438,9.201772,18.88145,16.65885,16.95168,NA,0.486,NA,0,0.03,0,0,8.7,0,14.27599
