TIMESTAMP,RECORD,CO2_mV_Avg(1),CO2_mV_Avg(2),CO2_mV_Avg(3),CO2_mV_Avg(4),CO2_Final_Avg(1),CO2_Final_Avg(2),CO2_Final_Avg(3),CO2_Final_Avg(4)
2024-02-11T13:00:00Z,35,2504.719,2362.939,2503.351,2503.203,50094.39,189035.1,200268.1,200268.1
2024-02-11T17:00:00Z,36,2504.731,2424.852,2504.583,2503.157,50094.62,193988.1,200366.6,200366.6
2024-02-11T21:00:00Z,37,2504.754,2472.72,2503.716,2503.317,50095.07,197817.6,200297.3,200297.3
2024-02-12T01:00:00Z,38,2504.708,2448.666,2503.477,2499.886,50094.16,195893.3,200278.2,200278.2
2024-02-12T05:00:00Z,39,2504.663,2461.388,2504.024,2500.456,50093.25,196911.1,200321.9,200321.9
2024-02-12T09:00:00Z,40,2504.435,2450.262,2503.363,2502.006,50088.69,196021,200269,200269
2024-02-12T13:00:00Z,41,2504.241,2470.577,2503.363,2500.103,50084.81,197646.1,200269,200269
2024-02-12T17:00:00Z,42,2504.378,2452.496,2503.636,2500.205,50087.55,196199.7,200290.9,200290.9
2024-02-12T21:00:00Z,43,2504.332,2401.938,2504.013,2499.259,50086.64,192155,200321,200321
2024-02-13T01:00:00Z,44,2504.035,2421.181,2503.374,2499.35,50080.71,193694.5,200269.9,200269.9
2024-02-13T05:00:00Z,45,2503.386,2351.881,2503.272,2499.168,50067.71,188150.5,200261.7,200261.7
2024-02-13T09:00:00Z,46,2503.444,2388.601,2503.261,2499.567,50068.87,191088.1,200260.9,200260.9
2024-02-13T13:00:00Z,47,2503.431,2434.674,2503.431,2501.63,50068.62,194773.9,200274.5,200274.5
2024-02-13T17:00:00Z,48,2504.663,2436.059,2503.307,2499.397,50093.27,194884.7,200264.5,200264.5
2024-02-13T21:00:00Z,49,2504.675,2452.794,2503.569,2499.602,50093.5,196223.5,200285.5,200285.5
2024-02-14T01:00:00Z,50,2503.831,2449.1,2503.307,2499.203,50076.62,195928,200264.5,200264.5
2024-02-14T05:00:00Z,51,2503.405,2449.344,2503.371,2499.255,50068.1,195947.6,200269.7,200269.7
2024-02-14T09:00:00Z,52,2503.934,2469.917,2502.566,2498.46,50078.68,197593.3,200205.2,200205.2
2024-02-14T13:00:00Z,53,2503.536,2470.5,2502.076,2500.468,50070.73,197640,200166.1,200166.1
2024-02-14T17:00:00Z,54,2503.867,2450.103,2502.053,2498.163,50077.35,196008.2,200164.3,200164.3
2024-02-14T21:00:00Z,55,2504.894,2460.666,2502.487,2501.871,50097.88,196853.3,200199,200199
2024-02-15T01:00:00Z,56,2504.525,2451.234,2503.133,2499.05,50090.5,196098.7,200250.7,200250.7
2024-02-15T05:00:00Z,57,2504.664,2444.434,2503.683,2499.2,50093.28,195554.7,200294.6,200294.6
2024-02-15T09:00:00Z,58,2503.696,2428.348,2501.871,2498.334,50073.92,194267.8,200149.7,200149.7
2024-02-15T13:00:00Z,59,2502.611,2424.539,2501.127,2496.848,50052.21,193963.1,200090.2,200090.2
2024-02-15T17:00:00Z,60,2504.271,2412.789,2502.902,2499.663,50085.42,193023.1,200232.2,200232.2
2024-02-15T21:00:00Z,61,2503.371,2425.142,2503.348,2501.683,50067.41,194011.3,200267.8,200267.8
2024-02-16T01:00:00Z,62,2503.498,2404.89,2503.498,2500.67,50069.95,192391.2,200279.8,200279.8
2024-02-16T05:00:00Z,63,2503.819,2416.804,2503.693,2501.082,50076.37,193344.3,200295.4,200295.4
2024-02-16T09:00:00Z,64,2503.821,2407.009,2503.821,2501.084,50076.43,192560.7,200305.7,200305.7
2024-02-16T13:00:00Z,65,2504.128,2429.148,2504.128,2501.391,50082.56,194331.8,200330.2,200330.2
2024-02-16T17:00:00Z,66,2503.907,2400.121,2503.907,2501.17,50078.14,192009.6,200312.6,200312.6
2024-02-16T21:00:00Z,67,2503.821,2434.834,2503.821,2501.039,50076.43,194786.7,200305.7,200305.7
2024-02-17T01:00:00Z,68,2503.894,2437.253,2502.525,2500.929,50077.88,194980.3,200202,200202
2024-02-17T05:00:00Z,69,2503.945,2429.684,2502.337,2501.208,50078.91,194374.7,200187,200187
2024-02-17T09:00:00Z,70,2503.968,2421.325,2502.759,2501.231,50079.36,193706,200220.8,200220.8
2024-02-17T13:00:00Z,71,2503.984,2417.595,2498.51,2501.247,50079.68,193407.6,199880.8,199880.8
2024-02-17T17:00:00Z,72,2504.015,2409.146,2501.323,2501.05,50080.3,192731.7,200105.9,200105.9
2024-02-17T21:00:00Z,73,2504.228,2407.27,2498.593,2501.445,50084.55,192581.6,199887.5,199887.5
2024-02-18T01:00:00Z,74,2503.194,2361.647,7.323751,2500.057,50063.88,188931.8,585.9001,585.9001
2024-02-18T05:00:00Z,75,2502.396,2316.821,19.69645,2499.657,50047.93,185345.6,1575.716,1575.716
2024-02-18T09:00:00Z,76,2502.556,2308.387,2500.502,2499.817,50051.12,184671,200040.2,200040.2
2024-02-18T13:00:00Z,77,2502.548,2296.867,2504.956,2499.775,50050.95,183749.4,200396.4,200396.4
2024-02-18T17:00:00Z,78,2503.96,2305.545,2502.591,2500.151,50079.2,184443.6,200207.3,200207.3
2024-02-18T21:00:00Z,79,2503.332,2296.034,2505.999,2500.71,50066.63,183682.7,200480,200480
2024-02-19T01:00:00Z,80,2503.358,2324.633,2500.622,2500.622,50067.16,185970.7,200049.8,200049.8
2024-02-19T05:00:00Z,81,2503.312,2309.067,2503.186,2499.629,50066.23,184725.4,200254.9,200254.9
2024-02-19T09:00:00Z,82,2504.025,2321.906,2502.93,2500.285,50080.5,185752.5,200234.4,200234.4
2024-02-19T13:00:00Z,83,2503.251,2281.097,2500.513,2500.513,50065.02,182487.8,200041.1,200041.1
2024-02-19T17:00:00Z,84,2503.365,2268.138,2501.985,2500.616,50067.3,181451.1,200158.8,200158.8
2024-02-19T21:00:00Z,85,2504.084,2231.631,2505.43,2501.347,50081.69,178530.5,200434.4,200434.4
2024-02-20T01:00:00Z,86,2502.989,2180.116,2500.73,2499.578,50059.77,174409.3,200058.4,200058.4
2024-02-20T05:00:00Z,87,2502.465,2166.598,2498.425,2499.532,50049.29,173327.8,199874,199874
2024-02-20T09:00:00Z,88,2501.335,2147.255,2499.635,2498.288,50026.7,171780.4,199970.8,199970.8
2024-02-20T13:00:00Z,89,2502.567,2141.892,2505.283,2499.829,50051.35,171351.3,200422.7,200422.7
2024-02-20T17:00:00Z,90,2503.902,2166.759,2504.45,2500.856,50078.05,173340.7,200356,200356
2024-02-20T21:00:00Z,91,2504.094,2162.915,2501.403,2501.358,50081.89,173033.2,200112.3,200112.3
2024-02-21T01:00:00Z,92,2504.038,2164.991,2501.301,2501.301,50080.75,173199.3,200104,200104
2024-02-21T05:00:00Z,93,2503.24,2148.962,2504.586,2500.422,50064.8,171917,200366.9,200366.9
2024-02-21T09:00:00Z,94,2502.324,2136.792,2501.857,2499.176,50046.49,170943.4,200148.5,200148.5
2024-02-21T13:00:00Z,95,2502.191,2109.72,2502.339,2499.065,50043.82,168777.6,200187.2,200187.2
2024-02-21T17:00:00Z,96,2503.507,2144.896,2504.761,2501.979,50070.13,171591.6,200380.8,200380.8
2024-02-21T21:00:00Z,97,2504.789,2286.275,2507.525,2503.398,50095.77,182902,200602,200602
2024-02-22T01:00:00Z,98,2503.558,2318.252,2505.701,2501.973,50071.15,185460.2,200456,200456
2024-02-22T05:00:00Z,99,2503.38,2340.102,2504.611,2501.955,50067.6,187208.1,200368.9,200368.9
2024-02-22T09:00:00Z,100,2503.587,2361.985,2504.932,2500.85,50071.73,188958.8,200394.6,200394.6
2024-02-22T13:00:00Z,101,2503.253,2335.914,2504.678,2500.688,50065.06,186873.1,200374.2,200374.2
2024-02-22T17:00:00Z,102,2504.663,2215.391,2504.618,2502.748,50093.27,177231.2,200369.4,200369.4
2024-02-22T21:00:00Z,103,2504.72,2255.484,2504.8,2503.318,50094.41,180438.7,200384,200384
2024-02-23T01:00:00Z,104,2504.743,2300.012,2505.382,2502.315,50094.86,184001,200430.5,200430.5
2024-02-23T05:00:00Z,105,2504.766,2224.317,2506.008,2502.349,50095.32,177945.3,200480.7,200480.7
2024-02-23T09:00:00Z,106,2504.732,2224.727,2506.111,2502.03,50094.63,177978.2,200488.9,200488.9
2024-02-23T13:00:00Z,107,2504.72,2229.025,2504.424,2502.121,50094.41,178322,200353.9,200353.9
2024-02-23T17:00:00Z,108,2504.754,2214.991,2504.754,2503.33,50095.09,177199.3,200380.4,200380.4
2024-02-23T21:00:00Z,109,2506.006,2084.829,9.963423,2503.384,50120.12,166786.3,797.0739,797.0739
2024-02-24T01:00:00Z,110,2504.708,2100.353,7.945736,2502.827,50094.16,168028.3,635.6589,635.6589
2024-02-24T05:00:00Z,111,2504.571,2074.339,9.99772,2501.984,50091.43,165947.1,799.8176,799.8176
2024-02-24T09:00:00Z,112,2504.059,2160.383,9.716044,2501.323,50081.19,172830.6,777.2835,777.2835
2024-02-24T13:00:00Z,113,2503.331,2101.597,7.300935,2500.582,50066.62,168127.8,584.0748,584.0748
2024-02-24T17:00:00Z,114,2503.217,2070.157,9.297285,2500.479,50064.34,165612.6,743.7828,743.7828
2024-02-24T21:00:00Z,115,2504.426,2017.671,10.3582,2501.209,50088.52,161413.7,828.6562,828.6562
2024-02-25T01:00:00Z,116,2502.806,2018.811,7.494866,2499.509,50056.12,161504.9,599.5893,599.5893
2024-02-25T05:00:00Z,117,2502.522,1989.102,8.421773,2499.783,50050.43,159128.1,673.7418,673.7418
2024-02-25T09:00:00Z,118,2502.465,1975.008,6.812735,2499.726,50049.29,158000.7,545.0188,545.0188
2024-02-25T13:00:00Z,119,2502.51,1969.36,6.276389,2499.772,50050.2,157548.8,502.1111,502.1111
2024-02-25T17:00:00Z,120,2504.029,2000.023,8.678162,2501.292,50080.58,160001.9,694.2529,694.2529
2024-02-25T21:00:00Z,121,2504.754,2028.124,8.880532,2502.646,50095.09,162249.9,710.4426,710.4426
2024-02-26T01:00:00Z,122,2503.329,2015.541,8.459077,2501.402,50066.57,161243.2,676.7262,676.7262
2024-02-26T05:00:00Z,123,2503.785,2068.001,9.256729,2501.984,50075.71,165440.1,740.5383,740.5383
2024-02-26T09:00:00Z,124,2503.489,2042.351,7.945739,2501.973,50069.79,163388.1,635.6591,635.6591
2024-02-26T13:00:00Z,125,2504.093,1992.579,8.720933,2501.962,50081.87,159406.3,697.6747,697.6747
2024-02-26T17:00:00Z,126,2504.743,1986.971,8.663934,2503.204,50094.86,158957.6,693.1147,693.1147
2024-02-26T21:00:00Z,127,2504.754,1988.019,7.330144,2502.896,50095.09,159041.5,586.4115,586.4115
2024-02-27T01:00:00Z,128,2503.808,2002.315,7.78614,2501.95,50076.17,160185.2,622.8912,622.8912
2024-02-27T05:00:00Z,129,2503.378,2030.792,9.827003,2500.642,50067.55,162463.4,786.1602,786.1602
2024-02-27T09:00:00Z,130,2503.961,2022.809,8.153589,2501.225,50079.23,161824.7,652.2872,652.2872
2024-02-27T13:00:00Z,131,2503.238,1971.478,8.036939,2500.502,50064.77,157718.2,642.9551,642.9551
2024-02-27T17:00:00Z,132,2506.13,2000.082,12.52837,2503.406,50122.61,160006.6,1002.27,1002.27
2024-02-27T21:00:00Z,133,2505.345,1560.308,8.934475,2503.932,50106.9,124824.6,714.7579,714.7579
2024-02-28T01:00:00Z,134,2504.833,1513.406,8.367533,2503.397,50096.67,121072.5,669.4026,669.4026
2024-02-28T05:00:00Z,135,2505.004,1697.481,8.082536,2503.408,50100.09,135798.4,646.6028,646.6028
2024-02-28T09:00:00Z,136,2505.153,1799.92,8.72093,2503.42,50103.05,143993.6,697.6744,697.6744
2024-02-28T13:00:00Z,137,2505.586,1879.708,8.73233,2503.397,50111.72,150376.7,698.5864,698.5864
2024-02-28T17:00:00Z,138,2505.305,1778.329,8.205149,2503.824,50106.11,142266.3,656.4119,656.4119
2024-02-28T21:00:00Z,139,2505.3,1803.829,8.638178,2503.715,50105.99,144306.3,691.0543,691.0543
2024-02-29T01:00:00Z,140,2505.671,1673.753,9.781097,2503.414,50113.42,133900.3,782.4879,782.4879
2024-02-29T05:00:00Z,141,2504.537,1747.127,9.99772,2502.018,50090.74,139770.2,799.8176,799.8176
2024-02-29T09:00:00Z,142,2503.605,1499.099,8.441707,2500.616,50072.1,119927.9,675.3365,675.3365
2024-02-29T13:00:00Z,143,2503.297,1388.832,9.399954,2500.559,50065.94,111106.5,751.9963,751.9963
2024-02-29T17:00:00Z,144,2504.038,1514.362,9.879078,2501.688,50080.77,121149,790.3262,790.3262
2024-02-29T21:00:00Z,145,2504.624,1385.517,8.71495,2501.955,50092.48,110841.4,697.196,697.196
2024-03-01T01:00:00Z,146,2503.228,1368.629,7.962583,2500.445,50064.57,109490.3,637.0067,637.0067
2024-03-01T05:00:00Z,147,2503.24,1358.567,9.388547,2500.445,50064.8,108685.4,751.0837,751.0837
2024-03-01T09:00:00Z,148,2501.973,1294.707,8.167921,2499.087,50039.47,103576.5,653.4337,653.4337
2024-03-01T13:00:00Z,149,2502.294,1244.267,7.587759,2499.556,50045.88,99541.34,607.0206,607.0206
2024-03-01T17:00:00Z,150,2503.923,1531.463,9.294106,2499.772,50078.47,122517.1,743.5285,743.5285
2024-03-01T21:00:00Z,151,2504.595,1642.408,9.097131,2499.282,50091.9,131392.7,727.7704,727.7704
2024-03-02T01:00:00Z,152,2503.523,1609.189,10.03192,2501.95,50070.46,128735.1,802.5538,802.5538
2024-03-02T05:00:00Z,153,2503.74,1485.75,9.849524,2501.984,50074.8,118860,787.962,787.962
2024-03-02T09:00:00Z,154,2503.469,1498.983,8.789783,2500.745,50069.39,119918.6,703.1826,703.1826
2024-03-02T13:00:00Z,155,2503.25,1424.966,9.05153,2500.605,50065,113997.3,724.1224,724.1224
2024-03-02T17:00:00Z,156,2504.868,1394.597,8.98313,2500.673,50097.37,111567.8,718.6505,718.6505
2024-03-02T21:00:00Z,157,2504.8,1000.753,10.15732,2500.639,50096,80060.22,812.5858,812.5858
2024-03-03T01:00:00Z,158,2504.743,782.5128,10.02052,2502.703,50094.86,62601.02,801.6418,801.6418
2024-03-03T05:00:00Z,159,2504.743,673.3358,9.906524,2503.238,50094.86,53866.87,792.5219,792.5219
2024-03-03T09:00:00Z,160,2504.732,908.2424,8.595533,2502.953,50094.63,72659.39,687.6427,687.6427
2024-03-03T13:00:00Z,161,2504.709,1582.775,8.834931,2502.087,50094.18,126622,706.7946,706.7946
2024-03-03T17:00:00Z,162,2505.233,1523.815,8.777933,2503.421,50104.67,121905.2,702.2346,702.2346
2024-03-03T21:00:00Z,163,2504.766,1359.953,8.743732,2503.386,50095.32,108796.2,699.4987,699.4987
2024-03-04T01:00:00Z,164,2504.754,1075.069,9.986323,2503.136,50095.09,86005.5,798.9059,798.9059
2024-03-04T05:00:00Z,165,2504.743,659.4621,10.37392,2502.839,50094.86,52756.97,829.9136,829.9136
2024-03-04T09:00:00Z,166,2504.709,557.4785,9.872324,2503.307,50094.18,44598.28,789.7859,789.7859
2024-03-04T13:00:00Z,167,2504.732,1231.966,9.929323,2503.364,50094.63,98557.26,794.3459,794.3459
2024-03-04T17:00:00Z,168,2506.054,1564.296,11.16051,2503.421,50121.08,125143.7,892.8411,892.8411
2024-03-04T21:00:00Z,169,2505.3,1439.601,11.53277,2503.909,50105.99,115168.1,922.6212,922.6212
2024-03-05T01:00:00Z,170,2505.426,947.5375,11.03511,2503.408,50108.52,75803.01,882.8089,882.8089
2024-03-05T05:00:00Z,171,2504.8,808.1623,9.803922,2500.969,50095.99,64652.98,784.3137,784.3137
2024-03-05T09:00:00Z,172,2504.765,1373.495,11.04651,2503.294,50095.3,109879.6,883.7209,883.7209
2024-03-05T13:00:00Z,173,2504.788,1392.316,9.473324,2503.42,50095.76,111385.3,757.866,757.866
2024-03-05T17:00:00Z,174,2506.145,1395.668,9.028728,2503.431,50122.89,111653.4,722.2982,722.2982
2024-03-05T21:00:00Z,175,2505.944,1545.651,9.027968,2502.866,50118.88,123652.1,722.2375,722.2375
2024-03-06T01:00:00Z,176,2504.811,1632.068,9.119927,2503.397,50096.21,130565.4,729.5941,729.5941
2024-03-06T05:00:00Z,177,2504.754,1769.608,10.12312,2503.363,50095.07,141568.6,809.8495,809.8495
2024-03-06T09:00:00Z,178,2504.777,1726.801,8.75513,2503.397,50095.54,138144.1,700.4104,700.4104
2024-03-06T13:00:00Z,179,2504.777,2020.679,9.040128,2503.408,50095.54,161654.3,723.2102,723.2102
2024-03-06T17:00:00Z,180,2504.811,1994.106,9.712722,2503.272,50096.21,159528.5,777.0178,777.0178
2024-03-06T21:00:00Z,181,2505.517,1881.908,9.92932,2503.42,50110.35,150552.7,794.3456,794.3456
2024-03-07T01:00:00Z,182,2504.788,2055.597,9.507524,2501.835,50095.76,164447.8,760.6019,760.6019
2024-03-07T05:00:00Z,183,2504.8,1987.87,9.233927,2503.397,50095.99,159029.6,738.7141,738.7141
2024-03-07T09:00:00Z,184,2504.777,1916.142,9.83812,2503.397,50095.54,153291.4,787.0497,787.0497
2024-03-07T13:00:00Z,185,2504.765,1904.822,9.028728,2502.839,50095.3,152385.8,722.2982,722.2982
2024-03-07T17:00:00Z,186,2504.765,2027.827,9.062927,2503.397,50095.3,162226.2,725.0342,725.0342
2024-03-07T21:00:00Z,187,2505.918,1766.648,8.720503,2503.251,50118.37,141331.8,697.6403,697.6403
2024-03-08T01:00:00Z,188,2504.754,2137.734,8.75513,2502.987,50095.07,171018.7,700.4104,700.4104
2024-03-08T05:00:00Z,189,2504.104,2015.344,9.199726,2501.892,50082.08,161227.5,735.9781,735.9781
2024-03-08T09:00:00Z,190,2503.486,2066.769,9.41653,2501.935,50069.71,165341.5,753.3223,753.3223
2024-03-08T13:00:00Z,191,2503.378,2044.396,12.66589,2501.77,50067.55,163551.7,1013.271,1013.271
2024-03-08T17:00:00Z,192,2504.8,1837.164,2505.7,2503.409,50096,146973.1,200456,200456
2024-03-08T21:00:00Z,193,2505.3,1794.883,2505.3,2503.795,50105.99,143590.7,200424,200424
2024-03-09T01:00:00Z,194,2504.731,1828.443,2504.64,2502.85,50094.62,146275.4,200371.2,200371.2
2024-03-09T05:00:00Z,195,2504.491,1890.948,2501.904,2501.881,50089.83,151275.9,200152.3,200152.3
2024-03-09T09:00:00Z,196,2504.754,1749.077,2503.386,2503.26,50095.07,139926.1,200270.8,200270.8
2024-03-09T13:00:00Z,197,2504.742,1910.454,2500.638,2502.553,50094.85,152836.3,200051.1,200051.1
2024-03-09T17:00:00Z,198,2504.754,1716.04,2501.094,2503.374,50095.07,137283.2,200087.5,200087.5
2024-03-09T21:00:00Z,199,2505.016,1692.18,2502.052,2503.42,50100.32,135374.4,200164.2,200164.2
2024-03-10T01:00:00Z,200,2504.788,1665.686,2500.718,2502.667,50095.76,133254.9,200057.5,200057.5
2024-03-10T05:00:00Z,201,2504.685,1657.923,2501.333,2502.246,50093.71,132633.8,200106.7,200106.7
2024-03-10T08:00:00Z,202,2504.697,1718.582,2500.593,2502.143,50093.93,137486.5,200047.4,200047.4
2024-03-10T12:00:00Z,203,2504.674,1666.826,2500.57,2501.984,50093.48,133346.1,200045.6,200045.6
2024-03-10T16:00:00Z,204,2504.788,1704.959,2500.684,2502.622,50095.76,136396.7,200054.7,200054.7
2024-03-10T20:00:00Z,205,2504.742,1608.037,2500.638,2502.588,50094.85,128643,200051.1,200051.1
2024-03-11T00:00:00Z,206,2504.663,1727.018,2499.202,2501.698,50093.25,138161.4,199936.2,199936.2
2024-03-11T04:00:00Z,207,2503.363,1608.869,2498.792,2501.676,50067.26,128709.5,199903.3,199903.3
2024-03-11T08:00:00Z,208,2503.227,1653.637,2499.112,2500.696,50064.54,132291,199928.9,199928.9
2024-03-11T12:00:00Z,209,2503.455,1544.137,2503.318,2500.719,50069.1,123531,200265.5,200265.5
2024-03-11T16:00:00Z,210,2503.241,1719.621,2502.899,2497.757,50064.81,137569.7,200231.9,200231.9
2024-03-11T20:00:00Z,211,2503.483,1747.513,2500.496,2497.999,50069.66,139801,200039.7,200039.7
2024-03-12T00:00:00Z,212,2503.79,1714.76,2499.263,2497.907,50075.79,137180.8,199941.1,199941.1
2024-03-12T04:00:00Z,213,2503.921,1672.701,2500.249,2498.424,50078.41,133816.1,200019.9,200019.9
2024-03-12T08:00:00Z,214,2504.105,1529.034,2502.702,2498.472,50082.1,122322.7,200216.2,200216.2
2024-03-12T12:00:00Z,215,2504.751,1108.595,2502.025,2497.918,50095.03,88687.62,200162,200162
2024-03-12T16:00:00Z,216,2504.527,1496.375,2503.352,2497.892,50090.53,119710,200268.2,200268.2
2024-03-12T20:00:00Z,217,2504.777,1118.32,2503.398,2499.294,50095.55,89465.6,200271.8,200271.8
2024-03-13T00:00:00Z,218,2504.23,1175.206,2503.295,2497.835,50084.61,94016.45,200263.6,200263.6
2024-03-13T04:00:00Z,219,2503.349,1091.943,2501.981,2497.786,50066.99,87355.42,200158.5,200158.5
2024-03-13T08:00:00Z,220,2503.945,1363.177,2501.95,2498.141,50078.91,109054.2,200156,200156
2024-03-13T12:00:00Z,221,2504.216,1148.832,2502.779,2497.373,50084.32,91906.6,200222.3,200222.3
2024-03-13T16:00:00Z,222,2504.743,1183.801,2504.105,2499.271,50094.86,94704.09,200328.4,200328.4
2024-03-13T20:00:00Z,223,2504.8,1089.056,2504.766,2499.317,50096,87124.52,200381.3,200381.3
2024-03-14T00:00:00Z,224,2504.72,984.0746,2503.352,2498.348,50094.41,78725.97,200268.2,200268.2
2024-03-14T04:00:00Z,225,2504.698,1005.746,2503.386,2498.553,50093.95,80459.66,200270.9,200270.9
2024-03-14T08:00:00Z,226,2504.64,797.5607,2503.284,2497.926,50092.81,63804.86,200262.7,200262.7
2024-03-14T12:00:00Z,227,2504.504,1152.201,2503.33,2497.858,50090.07,92176.04,200266.4,200266.4
2024-03-14T16:00:00Z,228,2505.575,1212.301,2504.812,2499.317,50111.5,96984.07,200384.9,200384.9
2024-03-14T20:00:00Z,229,2505.786,1098.668,2505.034,2499.927,50115.72,87893.48,200402.7,200402.7
2024-03-15T00:00:00Z,230,2504.731,1088.532,2504.195,2497.891,50094.62,87082.53,200335.6,200335.6
2024-03-15T04:00:00Z,231,2504.719,1307.592,2503.363,2497.879,50094.39,104607.4,200269,200269
2024-03-15T08:00:00Z,232,2504.777,1372.412,2503.728,2497.937,50095.54,109793,200298.2,200298.2
2024-03-15T12:00:00Z,233,2504.754,1402.109,2503.226,2502.302,50095.07,112168.7,200258.1,200258.1
2024-03-15T16:00:00Z,234,2504.788,1133.732,2503.443,2502.941,50095.76,90698.59,200275.4,200275.4
2024-03-15T20:00:00Z,235,2504.777,896.5914,2503.978,2503.351,50095.54,71727.3,200318.3,200318.3
2024-03-16T00:00:00Z,236,2504.731,1861.981,2503.363,2501.995,50094.62,148958.5,200269,200269
2024-03-16T04:00:00Z,237,2504.115,1806.179,2503.386,2502.018,50082.3,144494.3,200270.8,200270.8
2024-03-16T08:00:00Z,238,2504.491,1952.987,2499.612,2501.995,50089.83,156238.9,199969,199969
2024-03-16T12:00:00Z,239,2504.674,1798.233,2499.236,2501.972,50093.48,143858.6,199938.9,199938.9
2024-03-16T16:00:00Z,240,2504.742,1951.14,2499.76,2502.097,50094.85,156091.2,199980.8,199980.8
2024-03-16T20:00:00Z,241,2504.822,1807.877,2500.684,2499.316,50096.44,144630.2,200054.7,200054.7
2024-03-17T00:00:00Z,242,2504.742,1914.238,2499.555,5.597355,50094.85,153139.1,199964.4,199964.4
